incident_id,timestamp,site_id,reporter_role,narrative_text,category,severity,cyber_nexus,cyber_implication,nist_csf_function,pattern_flag,_outcome,_location,_confidence
INC-000579,2026-01-27T00:02:00,SITE-E,guard,At 00:02 the administration office gate latch appeared forced and the door was standing open.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,administration_office,1.0
INC-000327,2026-01-27T02:36:00,SITE-D,guard,"Unexpected parcel left at the main lobby at 02:36, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,main_lobby,1.0
INC-000415,2026-01-27T06:51:00,SITE-B,guard,"At 06:51, a fire alarm activated in the classroom building; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,classroom_building,1.0
INC-000530,2026-01-27T08:59:00,SITE-A,guard,Confidential files were left unattended on a desk in the administration office at 08:59.,IF-01,P2,moderate,Sensitive data / PII exposure,Protect,False,observation,administration_office,1.0
INC-000097,2026-01-27T09:38:00,SITE-A,supervisor,Camera covering the it office was found repositioned away from the entry at 09:38.,SV-01,P1,high,Defeating detection to enable later intrusion,Detect,False,observation,it_office,1.0
INC-000382,2026-01-27T18:27:00,SITE-A,guard,"At 18:27, a fire alarm activated in the records room; area checked and cleared.",PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,records_room,1.0
INC-000405,2026-01-27T19:56:00,SITE-F,guard,"Unexpected parcel left at the parking lot at 19:56, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,parking_lot,1.0
INC-000409,2026-01-27T20:18:00,SITE-B,guard,"At 20:18, a suspected theft was reported in the chapel.",PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,True,observation,chapel,1.0
INC-000548,2026-01-27T21:02:00,SITE-E,guard,Graffiti was found on the exterior wall near the main gate at 21:02.,PR-02,P4,none,No cyber-nexus,N/A,False,observation,main_gate,1.0
INC-000378,2026-01-28T00:25:00,SITE-G,supervisor,"At 00:25, a caller at the records room pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P1,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,records_room,1.0
INC-000285,2026-01-28T03:58:00,SITE-G,guard,Subject attempted entry at the chapel at 03:58 without authorization and was turned away.,AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,chapel,1.0
INC-000166,2026-01-28T19:09:00,SITE-B,supervisor,"At 19:09, a trespasser was noted crossing into the grounds at the main gate.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,main_gate,1.0
INC-000547,2026-01-28T20:31:00,SITE-G,guard,"At 20:31, a person at the cafeteria could not be verified against the visitor log.",VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,observation,cafeteria,1.0
INC-000491,2026-01-28T23:32:00,SITE-B,guard,"At 23:32, a suspected theft was reported in the chapel.",PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,True,observation,chapel,1.0
INC-000438,2026-01-29T09:06:00,SITE-E,guard,Individual seen repeatedly observing the cafeteria entrances and photographing the layout at 09:06.,SV-03,P4,moderate,Pre-attack intelligence gathering,Identify,False,observation,cafeteria,0.86
INC-000323,2026-01-29T11:44:00,SITE-A,guard,"At 11:44, a trespasser was noted crossing into the grounds at the parking lot.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000411,2026-01-29T14:02:00,SITE-C,supervisor,"At 14:02, a fire alarm activated in the dormitory entrance; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,dormitory_entrance,1.0
INC-000565,2026-01-29T15:27:00,SITE-C,guard,"At 15:27, a trespasser was noted crossing into the grounds at the parking lot.",PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,parking_lot,1.0
INC-000198,2026-01-29T15:44:00,SITE-C,supervisor,"At 15:44, an unscheduled delivery was dropped at the cafeteria with no manifest.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,cafeteria,1.0
INC-000561,2026-01-29T16:17:00,SITE-D,account_manager,An individual was observed climbing the perimeter fence near the rear entrance at 16:17.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000566,2026-01-29T18:08:00,SITE-D,guard,Subject observed moving through a known camera gap near the courtyard at 18:08.,SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,courtyard,0.75
INC-000600,2026-01-30T00:44:00,SITE-F,guard,"At 00:44, movement was noted along the parking lot route that avoids camera coverage.",SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,parking_lot,0.83
INC-000273,2026-01-30T01:17:00,SITE-E,guard,Camera covering the parking lot was found repositioned away from the entry at 01:17.,SV-01,P3,high,Defeating detection to enable later intrusion,Detect,False,observation,parking_lot,1.0
INC-000249,2026-01-30T05:39:00,SITE-F,guard,"At 05:39, a subject lingered near the records room, noting access points and staff patterns.",SV-03,P2,moderate,Pre-attack intelligence gathering,Identify,False,observation,records_room,1.0
INC-000026,2026-01-30T06:34:00,SITE-B,guard,Visitor at the cafeteria at 06:34 declined to provide identification and had no record of appointment.,VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,attempt,cafeteria,1.0
INC-000109,2026-01-30T19:32:00,SITE-D,guard,"At 19:32, minor vandalism was noted at the it office.",PR-02,P3,none,No cyber-nexus,N/A,False,observation,it_office,1.0
INC-000275,2026-01-30T23:07:00,SITE-B,account_manager,Person observed inside the network closet at 23:07 without escort or work authorization.,IN-01,P1,critical,Direct access to infrastructure (compromise risk),Protect,False,observation,network_closet,1.0
INC-000367,2026-01-31T09:36:00,SITE-C,account_manager,Observed an individual follow a badged person through the network closet access door at 09:36 without presenting credentials.,AC-03,P1,high,Credential misuse / cloning / orphaned access,Protect,False,observation,network_closet,1.0
INC-000368,2026-01-31T23:57:00,SITE-G,guard,A slip-and-fall was reported in the rear entrance at 23:57; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,rear_entrance,1.0
INC-000235,2026-02-01T13:32:00,SITE-F,supervisor,A slip-and-fall was reported in the network closet at 13:32; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,network_closet,1.0
INC-000291,2026-02-01T18:09:00,SITE-A,guard,An individual was observed climbing the perimeter fence near the rear entrance at 18:09.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000093,2026-02-01T20:13:00,SITE-G,guard,Observed an individual follow a badged person through the dormitory entrance access door at 20:13 without presenting credentials.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,dormitory_entrance,1.0
INC-000034,2026-02-01T21:45:00,SITE-C,guard,"At 21:45, a trespasser was noted crossing into the grounds at the courtyard.",PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,courtyard,1.0
INC-000267,2026-02-02T01:08:00,SITE-E,guard,"At 01:08, minor vandalism was noted at the rear entrance.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,rear_entrance,1.0
INC-000354,2026-02-02T01:59:00,SITE-C,supervisor,"At approximately 01:59, a subject entered via the main lobby behind an authorized employee and did not badge in.",AC-01,P1,high,Unauthorized physical access to endpoints/credentials,Protect,False,success,main_lobby,0.75
INC-000064,2026-02-02T02:26:00,SITE-F,supervisor,"At 02:26, minor vandalism was noted at the parking lot.",PR-02,P3,none,No cyber-nexus,N/A,True,observation,parking_lot,1.0
INC-000339,2026-02-02T15:17:00,SITE-G,guard,A slip-and-fall was reported in the main gate at 15:17; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,main_gate,1.0
INC-000055,2026-02-02T16:30:00,SITE-F,guard,A slip-and-fall was reported in the network closet at 16:30; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,network_closet,1.0
INC-000086,2026-02-02T23:30:00,SITE-B,account_manager,"At 23:30, minor vandalism was noted at the dormitory entrance.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,dormitory_entrance,1.0
INC-000178,2026-02-03T04:09:00,SITE-B,guard,"Power fluctuation reported in the server room at 04:09, affecting equipment.",IN-02,P2,moderate,Availability risk to dependent systems,Protect,False,observation,server_room,1.0
INC-000287,2026-02-03T09:43:00,SITE-F,guard,Graffiti was found on the exterior wall near the records room at 09:43.,PR-02,P2,none,No cyber-nexus,N/A,True,observation,records_room,1.0
INC-000214,2026-02-03T11:33:00,SITE-C,guard,"At 11:33, minor vandalism was noted at the server room.",PR-02,P3,none,No cyber-nexus,N/A,False,observation,server_room,1.0
INC-000158,2026-02-03T12:38:00,SITE-A,guard,Access log at main lobby showed the same credential used at two separate points within minutes around 12:38.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,main_lobby,1.0
INC-000473,2026-02-03T14:21:00,SITE-G,account_manager,"At 14:21, a suspected theft was reported in the rear entrance.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,rear_entrance,1.0
INC-000071,2026-02-03T20:04:00,SITE-C,guard,An item was reported missing from the network closet at 20:04.,PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,False,observation,network_closet,1.0
INC-000278,2026-02-03T23:09:00,SITE-E,supervisor,"At 23:09, a suspected theft was reported in the main lobby.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,main_lobby,1.0
INC-000242,2026-02-04T01:06:00,SITE-F,supervisor,Graffiti was found on the exterior wall near the parking lot at 01:06.,PR-02,P3,none,No cyber-nexus,N/A,True,observation,parking_lot,1.0
INC-000538,2026-02-04T02:18:00,SITE-D,guard,An individual was observed climbing the perimeter fence near the rear entrance at 02:18.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000007,2026-02-04T03:24:00,SITE-G,guard,Visitor at the dormitory entrance at 03:24 declined to provide identification and had no record of appointment.,VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,attempt,dormitory_entrance,1.0
INC-000087,2026-02-04T11:11:00,SITE-C,supervisor,A USB flash drive was found unattended in the dormitory entrance at 11:11.,DV-01,P3,high,Malware / BadUSB introduction vector,Protect,False,observation,dormitory_entrance,1.0
INC-000295,2026-02-04T11:35:00,SITE-D,guard,"At 11:35, movement was noted along the parking lot route that avoids camera coverage.",SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,parking_lot,0.83
INC-000279,2026-02-04T12:36:00,SITE-C,supervisor,"At 12:36, minor vandalism was noted at the records room.",PR-02,P3,none,No cyber-nexus,N/A,False,observation,records_room,1.0
INC-000543,2026-02-04T14:50:00,SITE-A,guard,Individual seen repeatedly observing the it office entrances and photographing the layout at 14:50.,SV-03,P2,moderate,Pre-attack intelligence gathering,Identify,False,observation,it_office,0.86
INC-000160,2026-02-04T16:35:00,SITE-E,guard,A slip-and-fall was reported in the records room at 16:35; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,records_room,1.0
INC-000125,2026-02-04T19:51:00,SITE-G,guard,"At 19:51, movement was noted along the main gate route that avoids camera coverage.",SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,main_gate,0.83
INC-000252,2026-02-05T01:42:00,SITE-F,guard,An individual was observed climbing the perimeter fence near the main gate at 01:42.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,main_gate,1.0
INC-000470,2026-02-05T02:29:00,SITE-D,guard,"At 02:29, an individual repeatedly tried badging at the cafeteria reader; access denied.",AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,cafeteria,1.0
INC-000123,2026-02-05T12:36:00,SITE-A,guard,"At 12:36, an unknown laptop was found connected to a network port in the library.",DV-02,P1,critical,Direct network or endpoint compromise,Detect,False,success,library,1.0
INC-000140,2026-02-05T18:20:00,SITE-G,guard,An individual was observed climbing the perimeter fence near the main gate at 18:20.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,main_gate,1.0
INC-000390,2026-02-05T18:20:00,SITE-B,guard,Graffiti was found on the exterior wall near the network closet at 18:20.,PR-02,P3,none,No cyber-nexus,N/A,False,observation,network_closet,1.0
INC-000112,2026-02-05T18:24:00,SITE-F,guard,"At 18:24, the server room was found unlocked and occupied by an unidentified individual.",IN-01,P1,critical,Direct access to infrastructure (compromise risk),Protect,False,success,server_room,1.0
INC-000520,2026-02-05T19:43:00,SITE-F,guard,"At 19:43, a suspected theft was reported in the library.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,library,1.0
INC-000576,2026-02-05T21:16:00,SITE-B,guard,An item was reported missing from the it office at 21:16.,PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,False,observation,it_office,1.0
INC-000056,2026-02-05T21:19:00,SITE-A,guard,An individual was observed climbing the perimeter fence near the parking lot at 21:19.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000193,2026-02-05T23:42:00,SITE-C,account_manager,"At 23:42, a suspected theft was reported in the administration office.",PR-01,P2,low,Minimal cyber-nexus (asset loss),N/A,True,observation,administration_office,1.0
INC-000529,2026-02-06T01:08:00,SITE-A,guard,Subject attempted entry at the courtyard at 01:08 without authorization and was turned away.,AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,courtyard,1.0
INC-000091,2026-02-06T03:35:00,SITE-A,account_manager,Subject observed moving through a known camera gap near the network closet at 03:35.,SV-02,P2,moderate,Detection-gap exploitation,Detect,False,observation,network_closet,0.75
INC-000585,2026-02-06T05:45:00,SITE-D,guard,"At 05:45, a fire alarm activated in the it office; area checked and cleared.",PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,it_office,1.0
INC-000021,2026-02-06T07:04:00,SITE-A,account_manager,Documents containing personal information were found in open trash at the records room at 07:04.,IF-02,P2,moderate,Sensitive data / PII disclosure via disposal,Protect,False,observation,records_room,1.0
INC-000272,2026-02-06T08:13:00,SITE-D,guard,At 08:13 the main gate gate latch appeared forced and the door was standing open.,AC-02,P1,high,Physical access path bypassing controls,Protect,True,success,main_gate,1.0
INC-000559,2026-02-06T19:22:00,SITE-G,guard,Graffiti was found on the exterior wall near the library at 19:22.,PR-02,P4,none,No cyber-nexus,N/A,False,observation,library,1.0
INC-000255,2026-02-06T21:48:00,SITE-G,supervisor,"At 21:48, a self-described maintenance contractor sought access to the courtyard without a verifiable assignment.",VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,courtyard,1.0
INC-000296,2026-02-06T22:04:00,SITE-G,guard,"At 22:04, a trespasser was noted crossing into the grounds at the main gate.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,main_gate,1.0
INC-000183,2026-02-07T01:41:00,SITE-G,supervisor,Camera covering the cafeteria was found repositioned away from the entry at 01:41.,SV-01,P3,high,Defeating detection to enable later intrusion,Detect,False,observation,cafeteria,1.0
INC-000188,2026-02-07T06:53:00,SITE-A,account_manager,"At approximately 06:53, a subject entered via the library behind an authorized employee and did not badge in.",AC-01,P1,high,Unauthorized physical access to endpoints/credentials,Protect,False,success,library,0.75
INC-000159,2026-02-07T09:20:00,SITE-G,supervisor,"At 09:20, the server room was found unlocked and occupied by an unidentified individual.",IN-01,P1,critical,Direct access to infrastructure (compromise risk),Protect,False,success,server_room,1.0
INC-000498,2026-02-07T17:46:00,SITE-D,supervisor,"At 17:46, a suspected theft was reported in the dormitory entrance.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,dormitory_entrance,1.0
INC-000014,2026-02-07T17:55:00,SITE-E,guard,"At 17:55, a fire alarm activated in the main lobby; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,main_lobby,1.0
INC-000476,2026-02-07T19:12:00,SITE-A,guard,A slip-and-fall was reported in the classroom building at 19:12; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,classroom_building,1.0
INC-000174,2026-02-07T23:54:00,SITE-C,guard,Subject attempted entry at the administration office at 23:54 without authorization and was turned away.,AC-04,P2,moderate,Access attempt indicator,Detect,False,attempt,administration_office,1.0
INC-000036,2026-02-08T04:59:00,SITE-E,guard,"At 04:59, minor vandalism was noted at the main gate.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,main_gate,1.0
INC-000130,2026-02-08T17:07:00,SITE-A,guard,"At 17:07, a fire alarm activated in the cafeteria; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,cafeteria,1.0
INC-000440,2026-02-08T18:18:00,SITE-C,supervisor,Subject observed moving through a known camera gap near the cafeteria at 18:18.,SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,cafeteria,0.75
INC-000387,2026-02-09T05:01:00,SITE-D,guard,An individual was observed climbing the perimeter fence near the courtyard at 05:01.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,courtyard,1.0
INC-000301,2026-02-09T09:17:00,SITE-B,guard,Individual at cafeteria at 09:17 claimed to be an IT vendor but could not produce a work order or company ID.,VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,cafeteria,1.0
INC-000251,2026-02-09T10:19:00,SITE-G,account_manager,A slip-and-fall was reported in the courtyard at 10:19; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,courtyard,1.0
INC-000587,2026-02-09T13:12:00,SITE-G,guard,"Individual observed in the records room at 13:12, well outside authorized hours.",AC-05,P2,moderate,Anomalous presence outside authorized hours,Detect,False,observation,records_room,1.0
INC-000100,2026-02-09T18:02:00,SITE-G,supervisor,"At 18:02, a subject was recording the network closet entry layout on a phone.",DV-03,P2,moderate,Reconnaissance / information gathering,Detect,False,observation,network_closet,1.0
INC-000008,2026-02-09T22:59:00,SITE-F,guard,Graffiti was found on the exterior wall near the administration office at 22:59.,PR-02,P2,none,No cyber-nexus,N/A,True,observation,administration_office,1.0
INC-000360,2026-02-09T23:56:00,SITE-F,guard,"At 23:56, minor vandalism was noted at the chapel.",PR-02,P3,none,No cyber-nexus,N/A,True,observation,chapel,1.0
INC-000124,2026-02-10T00:36:00,SITE-D,account_manager,"At 00:36, a subject was recording the records room entry layout on a phone.",DV-03,P2,moderate,Reconnaissance / information gathering,Detect,False,observation,records_room,1.0
INC-000371,2026-02-10T02:02:00,SITE-F,supervisor,"At 02:02, an unlabeled removable drive was discovered on a surface in the server room.",DV-01,P1,high,Malware / BadUSB introduction vector,Protect,False,observation,server_room,1.0
INC-000001,2026-02-10T07:14:00,SITE-F,guard,Observed an individual follow a badged person through the library access door at 07:14 without presenting credentials.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,library,1.0
INC-000434,2026-02-10T08:41:00,SITE-C,guard,Individual observed photographing access points near the it office at 08:41.,DV-03,P2,moderate,Reconnaissance / information gathering,Detect,False,observation,it_office,1.0
INC-000239,2026-02-10T09:07:00,SITE-E,guard,An individual was observed climbing the perimeter fence near the rear entrance at 09:07.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000319,2026-02-10T22:51:00,SITE-B,account_manager,Graffiti was found on the exterior wall near the network closet at 22:51.,PR-02,P3,none,No cyber-nexus,N/A,False,observation,network_closet,1.0
INC-000531,2026-02-11T02:13:00,SITE-F,supervisor,"At 02:13, a visitor in the cafeteria was positioned to read a logged-in screen.",IF-03,P4,moderate,Credential or information disclosure (visual),Protect,False,observation,cafeteria,1.0
INC-000556,2026-02-11T02:25:00,SITE-B,guard,"At 02:25, a caller at the administration office pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P1,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,administration_office,1.0
INC-000054,2026-02-11T06:27:00,SITE-C,account_manager,"At 06:27, a suspected theft was reported in the network closet.",PR-01,P2,low,Minimal cyber-nexus (asset loss),N/A,True,observation,network_closet,1.0
INC-000433,2026-02-11T09:43:00,SITE-E,guard,"At 09:43, motion reported in the chapel during a period with no scheduled activity.",AC-05,P4,moderate,Anomalous presence outside authorized hours,Detect,False,observation,chapel,1.0
INC-000182,2026-02-11T12:32:00,SITE-D,guard,"Unexpected parcel left at the rear entrance at 12:32, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,rear_entrance,1.0
INC-000583,2026-02-11T15:34:00,SITE-C,supervisor,"At 15:34, minor vandalism was noted at the main lobby.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,main_lobby,1.0
INC-000187,2026-02-11T15:44:00,SITE-A,supervisor,"At 15:44, the records room camera feed was offline with no maintenance scheduled.",SV-01,P1,high,Defeating detection to enable later intrusion,Detect,False,observation,records_room,1.0
INC-000244,2026-02-11T20:03:00,SITE-C,account_manager,"At 20:03, a caller at the server room pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P1,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,server_room,1.0
INC-000095,2026-02-11T22:55:00,SITE-F,guard,"At 22:55, a trespasser was noted crossing into the grounds at the rear entrance.",PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,rear_entrance,1.0
INC-000127,2026-02-12T10:47:00,SITE-A,guard,Found the parking lot door propped open with a wedge at 10:47; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,parking_lot,1.0
INC-000015,2026-02-12T13:10:00,SITE-A,guard,"At 13:10, a caller at the cafeteria pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P3,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,cafeteria,1.0
INC-000449,2026-02-12T14:46:00,SITE-C,supervisor,"At 14:46, a suspected theft was reported in the rear entrance.",PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,True,observation,rear_entrance,1.0
INC-000108,2026-02-12T16:45:00,SITE-D,supervisor,At 16:45 the dormitory entrance gate latch appeared forced and the door was standing open.,AC-02,P1,high,Physical access path bypassing controls,Protect,True,success,dormitory_entrance,1.0
INC-000584,2026-02-12T19:14:00,SITE-G,supervisor,"At 19:14, a fire alarm activated in the network closet; area checked and cleared.",PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,network_closet,1.0
INC-000088,2026-02-12T22:08:00,SITE-E,guard,An item was reported missing from the administration office at 22:08.,PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,False,observation,administration_office,1.0
INC-000414,2026-02-13T02:25:00,SITE-D,guard,Found the server room door propped open with a wedge at 02:25; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,True,success,server_room,1.0
INC-000189,2026-02-13T03:03:00,SITE-B,account_manager,"At 03:03, a trespasser was noted crossing into the grounds at the parking lot.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000268,2026-02-13T04:42:00,SITE-B,guard,Access log at rear entrance showed the same credential used at two separate points within minutes around 04:42.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,rear_entrance,1.0
INC-000308,2026-02-13T07:16:00,SITE-F,guard,"At 07:16, a self-described maintenance contractor sought access to the administration office without a verifiable assignment.",VP-02,P1,high,Pretext for access to systems or restricted spaces,Protect,False,observation,administration_office,1.0
INC-000238,2026-02-13T07:19:00,SITE-E,guard,"At 07:19, a cooling failure was noted in the network closet.",IN-02,P2,moderate,Availability risk to dependent systems,Protect,False,observation,network_closet,1.0
INC-000442,2026-02-13T13:03:00,SITE-E,guard,"At 13:03, intact sensitive paperwork was discovered in unsecured disposal near the administration office.",IF-02,P2,moderate,Sensitive data / PII disclosure via disposal,Protect,False,observation,administration_office,1.0
INC-000133,2026-02-13T15:07:00,SITE-A,supervisor,An item was reported missing from the chapel at 15:07.,PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,chapel,1.0
INC-000052,2026-02-13T16:19:00,SITE-F,guard,"At 16:19, a person at the administration office could not be verified against the visitor log.",VP-01,P2,moderate,Unverified identity / potential pretext,Identify,False,observation,administration_office,1.0
INC-000085,2026-02-14T08:14:00,SITE-C,guard,"At 08:14, a fire alarm activated in the chapel; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,chapel,1.0
INC-000153,2026-02-14T10:22:00,SITE-F,guard,"At 10:22, a trespasser was noted crossing into the grounds at the main gate.",PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,main_gate,1.0
INC-000582,2026-02-14T11:26:00,SITE-D,guard,Observed an individual follow a badged person through the dormitory entrance access door at 11:26 without presenting credentials.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,dormitory_entrance,1.0
INC-000211,2026-02-14T12:45:00,SITE-A,supervisor,"At approximately 12:45, a subject entered via the it office behind an authorized employee and did not badge in.",AC-01,P1,high,Unauthorized physical access to endpoints/credentials,Protect,False,success,it_office,0.75
INC-000223,2026-02-14T15:01:00,SITE-D,supervisor,Unrecognized device observed plugged into equipment in the it office at 15:01.,DV-02,P1,critical,Direct network or endpoint compromise,Detect,False,success,it_office,1.0
INC-000542,2026-02-14T18:22:00,SITE-C,guard,A slip-and-fall was reported in the network closet at 18:22; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,network_closet,1.0
INC-000175,2026-02-14T20:44:00,SITE-C,guard,Found the administration office door propped open with a wedge at 20:44; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,administration_office,1.0
INC-000035,2026-02-15T02:00:00,SITE-D,account_manager,An individual was observed climbing the perimeter fence near the rear entrance at 02:00.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000399,2026-02-15T05:40:00,SITE-C,guard,"At 05:40, a self-described maintenance contractor sought access to the server room without a verifiable assignment.",VP-02,P1,high,Pretext for access to systems or restricted spaces,Protect,False,observation,server_room,1.0
INC-000305,2026-02-15T09:47:00,SITE-D,supervisor,Graffiti was found on the exterior wall near the it office at 09:47.,PR-02,P3,none,No cyber-nexus,N/A,False,observation,it_office,1.0
INC-000574,2026-02-15T10:41:00,SITE-B,guard,"At 10:41, a trespasser was noted crossing into the grounds at the courtyard.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,courtyard,1.0
INC-000557,2026-02-15T11:13:00,SITE-D,guard,Found the server room door propped open with a wedge at 11:13; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,True,success,server_room,1.0
INC-000346,2026-02-15T11:56:00,SITE-A,guard,An item was reported missing from the dormitory entrance at 11:56.,PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,dormitory_entrance,1.0
INC-000514,2026-02-15T13:10:00,SITE-G,guard,Badge presented at main lobby at 13:10 belonged to a person no longer affiliated with the institution.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,main_lobby,1.0
INC-000325,2026-02-15T14:39:00,SITE-B,guard,"At 14:39, minor vandalism was noted at the main lobby.",PR-02,P3,none,No cyber-nexus,N/A,True,observation,main_lobby,1.0
INC-000494,2026-02-15T16:14:00,SITE-A,guard,An individual was observed climbing the perimeter fence near the parking lot at 16:14.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000212,2026-02-15T20:04:00,SITE-B,supervisor,"At 20:04, a person at the cafeteria could not be verified against the visitor log.",VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,observation,cafeteria,1.0
INC-000443,2026-02-15T22:11:00,SITE-B,supervisor,"At 22:11, a fire alarm activated in the network closet; area checked and cleared.",PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,network_closet,1.0
